frequency_mhz,flux_jy
1419.0,-0.39874196209989177
1419.0009770395702,0.4553107193169313
1419.0019540791402,0.1914692714437894
1419.0029311187104,-0.1999968178807099
1419.0039081582804,-1.3951801007213562
1419.0048851978506,-1.1284711809673693
1419.0058622374206,1.0150994467304637
1419.0068392769908,0.09872798092337919
1419.0078163165608,1.6730762945088475
1419.008793356131,-1.5018096356856663
1419.009770395701,0.5673134475424535
1419.0107474352712,0.7412726012903029
1419.0117244748412,-0.11590335845200687
1419.0127015144114,-0.11493211692258164
1419.0136785539814,-0.9470446609939223
1419.0146555935517,-0.7826095641969599
1419.0156326331216,-0.011842075005866393
1419.0166096726919,0.7363285524838726
1419.0175867122618,0.05717762542274131
1419.018563751832,-0.5693523476630856
1419.019540791402,1.9751476373082806
1419.0205178309723,0.23611860723507233
1419.0214948705423,-0.16707243296943594
1419.0224719101125,-0.10578672733685864
1419.0234489496825,0.25712588813933207
1419.0244259892527,0.1553656822917426
1419.0254030288227,-0.445621356996865
1419.0263800683929,0.02458558613240106
1419.0273571079629,0.12224181028832624
1419.028334147533,1.3960023093241234
1419.029311187103,-0.49226561904245636
1419.0302882266733,1.007038389003338
1419.0312652662433,0.506700928093365
1419.0322423058135,-0.0909084234937966
1419.0332193453835,0.18508930456128017
1419.0341963849537,-1.3248295118746904
1419.0351734245237,-0.04353903930030433
1419.036150464094,-2.7071577257163675
1419.037127503664,-0.5173695484060031
1419.038104543234,-0.6015109304844162
1419.039081582804,0.03012685878904063
1419.0400586223743,0.5582169815890946
1419.0410356619443,-1.183602365121776
1419.0420127015145,0.4336757645720581
1419.0429897410845,0.3236861631521636
1419.0439667806547,1.8057826232249141
1419.0449438202247,0.3375978304206846
1419.045920859795,0.33884564379353865
1419.046897899365,-0.9515081537890604
1419.0478749389351,-1.4293865598656716
1419.0488519785051,-0.7911512837975073
1419.0498290180753,1.7406881054763526
1419.0508060576453,1.5850153093095425
1419.0517830972155,0.9201727603873933
1419.0527601367855,-0.786165049282938
1419.0537371763558,1.0483742402043676
1419.0547142159257,0.87320414929104
1419.055691255496,-0.37928892554985666
1419.056668295066,-0.5441312921579209
1419.0576453346362,0.020315413420147567
1419.0586223742062,0.18581690548519275
1419.0595994137764,1.1401810916091446
1419.0605764533464,-1.0414091471296798
1419.0615534929166,-1.6426240262954759
1419.0625305324866,0.9882615071817118
1419.0635075720568,-1.0547715321523299
1419.0644846116268,-1.63089579543064
1419.065461651197,-0.579486016247235
1419.066438690767,-1.4274814534895428
1419.0674157303372,1.9703150574242234
1419.0683927699072,-2.153411612892851
1419.0693698094774,-0.40236630652289385
1419.0703468490474,-0.14782894790795056
1419.0713238886176,-0.4530447608877781
1419.0723009281876,1.0424690023577257
1419.0732779677578,-0.8060226183767258
1419.0742550073278,-0.1883007241240052
1419.075232046898,0.0034564334000200293
1419.076209086468,-0.3613389694176355
1419.0771861260382,0.7240405554463604
1419.0781631656082,-2.0414748020757716
1419.0791402051784,-1.5534664577596813
1419.0801172447484,0.8225044156527741
1419.0810942843186,0.6967902238271253
1419.0820713238886,-1.1630643814293848
1419.0830483634588,-0.7433511233955896
1419.0840254030288,0.9525150129473172
1419.085002442599,0.7646141550342221
1419.085979482169,-0.8863505656843371
1419.0869565217392,-0.19940112022743905
1419.0879335613092,-0.1259084508854124
1419.0889106008794,-1.3976050287048347
1419.0898876404494,1.0535716410181686
1419.0908646800196,-0.20833041123378068
1419.0918417195896,1.5775878945513357
1419.0928187591599,-0.048340533354606495
1419.0937957987298,0.3623423410460961
1419.0947728383,-0.3972821886562886
1419.09574987787,0.2682883556082438
1419.0967269174403,0.04047992083023813
1419.0977039570103,-1.8252916073749754
1419.0986809965805,0.9547500327404561
1419.0996580361505,0.5921998038160258
1419.1006350757207,-0.6292538103877101
1419.1016121152907,-1.1762610654025127
1419.1025891548609,-1.1216555307186624
1419.1035661944309,0.774166401723702
1419.104543234001,1.2847004813804617
1419.105520273571,1.5198562565503397
1419.1064973131413,-0.794362796647674
1419.1074743527113,1.65852068837693
1419.1084513922815,-0.21684820021448256
1419.1094284318515,0.4344319115623959
1419.1104054714217,0.21146988717635107
1419.1113825109917,-1.2594883345170018
1419.112359550562,1.8374619272699824
1419.113336590132,-0.8413487056187194
1419.114313629702,-1.6183478700089908
1419.115290669272,1.753622434648053
1419.1162677088423,0.4764328116002176
1419.1172447484123,-0.5985398317697166
1419.1182217879825,0.7548703036434413
1419.1191988275525,0.6694808914185212
1419.1201758671227,-0.9043465641817066
1419.1211529066927,1.813663139881275
1419.122129946263,1.0456025147779326
1419.123106985833,0.5341974460609069
1419.1240840254031,-0.9326909354859514
1419.1250610649731,-1.4663062437321377
1419.1260381045433,-0.5956615937277577
1419.1270151441133,-1.2676351064458962
1419.1279921836835,0.15080777047958768
1419.1289692232535,-1.3663655504515915
1419.1299462628238,-0.06104477640942408
1419.1309233023937,-0.2084051631514223
1419.131900341964,1.2208380671855872
1419.132877381534,0.25415051235791514
1419.1338544211042,-0.7017427015563322
1419.1348314606741,-1.113157193420406
1419.1358085002444,0.873117958964204
1419.1367855398144,0.9807568868412159
1419.1377625793846,-0.5255518486914176
1419.1387396189546,-1.1971100513901078
1419.1397166585248,1.3129801957788962
1419.1406936980948,0.4597711783656159
1419.141670737665,-0.8921450654331305
1419.142647777235,0.027103044813317562
1419.1436248168052,0.589288583692882
1419.1446018563752,-0.3800998841270967
1419.1455788959454,-0.8140572967425627
1419.1465559355154,-0.3877904668537462
1419.1475329750856,0.008804360881112343
1419.1485100146556,1.2925350846897434
1419.1494870542258,1.4810871352227892
1419.1504640937958,0.47467930126756674
1419.151441133366,0.4822245131172829
1419.152418172936,0.02797679785416345
1419.1533952125062,-0.0255298382040949
1419.1543722520762,1.7872663719820177
1419.1553492916464,0.6217323026596189
1419.1563263312164,2.52262486947242
1419.1573033707866,0.07398952176352463
1419.1582804103566,0.44785912454987037
1419.1592574499268,1.0283429895393053
1419.1602344894968,0.4279140381922431
1419.161211529067,-0.47279600692866103
1419.162188568637,0.7991267049459916
1419.1631656082072,0.8838483566127554
1419.1641426477772,0.805190338483667
1419.1651196873474,0.71083659601715
1419.1660967269174,0.6540080874182818
1419.1670737664876,-0.455167757445611
1419.1680508060576,-0.025020220180253985
1419.1690278456279,-0.9868437496929404
1419.1700048851978,0.01079743984453257
1419.170981924768,0.6667688102488106
1419.171958964338,-0.2525010941629124
1419.1729360039083,0.00862180091206249
1419.1739130434783,0.13195033677010004
1419.1748900830485,-0.01311199168995678
1419.1758671226185,2.1504274660188063
1419.1768441621887,-0.24857508798448194
1419.1778212017587,1.458679048840311
1419.1787982413289,-0.7008881944013436
1419.1797752808989,0.4394944678587151
1419.180752320469,0.23718332478024604
1419.181729360039,0.3529227510325467
1419.1827063996093,-0.9869250455835289
1419.1836834391793,-1.3298243750730114
1419.1846604787495,1.1872066121635179
1419.1856375183195,0.3235742258403472
1419.1866145578897,-0.8750402633759893
1419.1875915974597,0.544297439577997
1419.18856863703,-0.7457006651675607
1419.1895456766,0.6345166309175462
1419.19052271617,-0.4404995161878654
1419.19149975574,-1.5768593526057664
1419.1924767953103,0.804371986120856
1419.1934538348803,-0.5765773424976648
1419.1944308744505,0.4293126285822054
1419.1954079140205,-0.17513554303752307
1419.1963849535907,-0.8529814589322016
